Gene	Estimate	SE	P.Wald	P.LRT	P.Score
2851	GALNT9	0.162	0.203	0.426	0.425	0.425
2852	KHDC1	-0.187	0.235	0.426	0.425	0.426
2853	PTH2R	-0.455	0.58	0.432	0.427	0.429
2854	FOLR3	-0.219	0.277	0.43	0.428	0.429
2855	KRT24	-0.101	0.127	0.428	0.428	0.428
2856	CCNYL2	0.115	0.147	0.432	0.431	0.431
2857	DHFRL1	-0.669	0.873	0.443	0.431	0.435
2858	BEST3	0.26	0.333	0.434	0.432	0.433
2859	DRD4	-0.42	0.546	0.441	0.433	0.436
2860	CEACAM21	0.125	0.161	0.436	0.435	0.435
2861	IGHV3-43	0.449	0.582	0.44	0.435	0.437
2862	CCR5	0.169	0.217	0.436	0.436	0.436
2863	C5orf45	-0.66	0.872	0.449	0.437	0.442
2864	IGHJ6	0.118	0.152	0.438	0.437	0.437
2865	PIWIL3	-0.659	0.872	0.45	0.437	0.442
2866	SYTL2	-0.659	0.873	0.451	0.438	0.443
2867	ASMTL	0.157	0.204	0.442	0.442	0.442
2868	NUDT17	-0.129	0.169	0.444	0.442	0.443
2869	TMPRSS3	-0.189	0.247	0.443	0.442	0.442
2870	C15orf48	-0.556	0.74	0.452	0.445	0.447
2871	CWH43	0.558	0.742	0.453	0.445	0.447
2872	TCTEX1D1	-0.156	0.204	0.446	0.445	0.445
2873	NDUFV3	0.186	0.244	0.447	0.446	0.446
2874	AGXT	0.652	0.88	0.459	0.447	0.452
2875	APOL3	0.924	1.255	0.461	0.447	0.448
2876	TMEM59	0.92	1.253	0.463	0.448	0.449
2877	LIPJ	-0.648	0.879	0.461	0.449	0.453
2878	CHRFAM7A	0.121	0.16	0.451	0.45	0.45
2879	C7orf55-LUC7L2	0.146	0.195	0.452	0.452	0.452
2880	CAST	0.091	0.12	0.452	0.452	0.452
2881	KRTAP19-6	-0.105	0.139	0.452	0.452	0.452
2882	PGC	-0.092	0.123	0.454	0.454	0.454
2883	TLR5	-0.223	0.299	0.455	0.454	0.455
2884	CSRP2BP	0.215	0.288	0.456	0.455	0.455
2885	HS1BP3	0.118	0.159	0.46	0.459	0.459
2886	CXCR1	0.539	0.74	0.467	0.46	0.462
2887	STARD6	0.28	0.381	0.462	0.461	0.461
2888	PLA2G4C	0.367	0.503	0.465	0.462	0.463
2889	NCAPH2	-0.134	0.184	0.464	0.463	0.463
2890	PAPD7	0.27	0.37	0.465	0.464	0.464
2891	ZBED6CL	0.881	1.243	0.479	0.464	0.466
2892	CAPG	0.53	0.738	0.473	0.466	0.468
2893	LPL	-0.15	0.206	0.466	0.466	0.466
2894	CPNE1	-0.147	0.203	0.469	0.468	0.468
2895	DBF4B	-0.622	0.881	0.48	0.468	0.473
2896	IL33	-0.527	0.738	0.476	0.469	0.471
2897	CHEK2	0.523	0.738	0.478	0.471	0.474
2898	DHDH	-0.094	0.131	0.473	0.472	0.472
2899	H2BFM	-0.094	0.131	0.472	0.472	0.472
2900	PDE6B	-0.211	0.296	0.476	0.475	0.475
2901	GJE1	0.46	0.655	0.483	0.478	0.479
2902	HHLA2	0.857	1.248	0.492	0.478	0.481
2903	TAAR2	-0.307	0.435	0.48	0.478	0.479
2904	OLFM4	0.458	0.655	0.484	0.48	0.481
2905	C12orf80	-0.606	0.881	0.492	0.481	0.486
2906	GP6	-0.334	0.477	0.484	0.481	0.482
2907	PRTFDC1	-0.512	0.738	0.488	0.481	0.483
2908	SLC26A5	0.511	0.738	0.488	0.482	0.484
2909	JSRP1	-0.51	0.738	0.49	0.483	0.485
2910	TBC1D31	-0.454	0.656	0.489	0.484	0.485
2911	RGS11	-0.509	0.739	0.491	0.485	0.487
2912	MIER3	-0.347	0.502	0.49	0.486	0.488
2913	SLC22A10	-0.084	0.121	0.487	0.486	0.487
2914	RP11-542P2.1	0.328	0.476	0.491	0.488	0.489
2915	ASPSCR1	0.827	1.235	0.503	0.489	0.492
2916	C14orf105	0.285	0.416	0.492	0.491	0.491
2917	DIXDC1	-0.309	0.457	0.499	0.491	0.493
2918	FBXW8	-0.444	0.655	0.498	0.494	0.495
2919	LGALS12	0.818	1.234	0.507	0.494	0.496
2920	SLC6A18	-0.086	0.126	0.494	0.494	0.494
2921	MESP2	0.496	0.739	0.502	0.495	0.498
2922	LIN37	0.084	0.125	0.498	0.497	0.498
2923	OR51F1	-0.105	0.155	0.497	0.497	0.497
2924	PRB4	0.493	0.738	0.504	0.497	0.5
2925	RP11-114H24.2	-0.178	0.262	0.498	0.497	0.497
2926	TNK1	-0.17	0.252	0.499	0.498	0.498
2927	USP45	-0.24	0.356	0.501	0.498	0.499
2928	CLHC1	0.437	0.653	0.504	0.499	0.501
2929	PTGER3	-0.811	1.237	0.512	0.499	0.501
2930	A3GALT2	0.279	0.416	0.502	0.501	0.501
2931	OR4C16	-0.099	0.146	0.501	0.501	0.501
2932	ZNF729	-0.832	1.275	0.514	0.501	0.504
2933	TRIM40	-0.49	0.74	0.508	0.502	0.504
2934	CTA-992D9.6	0.227	0.34	0.504	0.503	0.503
2935	GPR33	0.801	1.234	0.516	0.503	0.506
2936	LIPM	0.431	0.653	0.509	0.504	0.506
2937	PSG6	0.802	1.238	0.517	0.504	0.507
2938	TMEM78	-0.264	0.396	0.506	0.504	0.505
2939	OR1S1	-0.101	0.152	0.506	0.506	0.506
2940	TRPM1	0.196	0.294	0.507	0.506	0.506
2941	ZNF648	0.798	1.237	0.519	0.506	0.509
2942	TEKT1	0.791	1.233	0.521	0.508	0.511
2943	GRP	0.204	0.311	0.512	0.51	0.511
2944	TCHP	0.788	1.233	0.523	0.51	0.513
2945	C12orf73	0.785	1.232	0.524	0.511	0.514
2946	BNIP1	0.478	0.739	0.518	0.512	0.515
2947	BPIFA2	0.781	1.234	0.527	0.514	0.517
2948	A2ML1	0.174	0.268	0.515	0.515	0.515
2949	CLEC4C	0.778	1.237	0.529	0.517	0.52
2950	PGM1	-0.347	0.541	0.521	0.517	0.519
2951	TRIT1	-0.774	1.232	0.53	0.517	0.52
2952	POLR3F	0.774	1.237	0.532	0.519	0.522
2953	CD163L1	0.771	1.235	0.532	0.52	0.523
2954	FAM198B	0.77	1.234	0.533	0.52	0.523
2955	ANKAR	0.772	1.239	0.533	0.521	0.524
2956	C3orf79	-0.267	0.421	0.525	0.523	0.524
2957	HLA-G	0.412	0.654	0.529	0.524	0.526
2958	LY75-CD302	0.76	1.23	0.537	0.524	0.528
2959	MST1	-0.302	0.476	0.526	0.524	0.525
2960	SPINK5	-0.414	0.655	0.528	0.524	0.525
2961	AGL	-0.761	1.236	0.538	0.526	0.529
2962	HEATR5A	0.756	1.23	0.539	0.526	0.53
2963	C11orf21	-0.299	0.477	0.53	0.527	0.528
2964	MYO7A	0.757	1.234	0.54	0.527	0.53
2965	PPP1R42	0.753	1.232	0.541	0.528	0.532
2966	C8B	0.753	1.233	0.541	0.529	0.532
2967	KLHL33	-0.753	1.232	0.541	0.529	0.532
2968	USP40	0.752	1.231	0.541	0.529	0.532
2969	ADCK2	-0.751	1.232	0.543	0.53	0.534
2970	CAPN11	-0.212	0.339	0.531	0.53	0.531
2971	ZNF443	0.068	0.109	0.53	0.53	0.53
2972	DCD	0.75	1.233	0.543	0.531	0.534
2973	DNAH12	-0.751	1.235	0.543	0.531	0.534
2974	FLG2	-0.115	0.185	0.533	0.532	0.533
2975	OR4C11	-0.103	0.165	0.532	0.532	0.532
2976	ZSCAN9	0.184	0.295	0.533	0.532	0.532
2977	FAM71A	0.745	1.234	0.546	0.534	0.537
2978	ITSN1	-0.745	1.234	0.546	0.534	0.538
2979	SCN7A	0.369	0.597	0.537	0.534	0.535
2980	C19orf80	0.744	1.236	0.547	0.535	0.539
2981	FAM57B	0.741	1.232	0.547	0.535	0.539
2982	OR52L1	0.741	1.233	0.548	0.536	0.539
2983	TRMT2A	0.365	0.595	0.539	0.536	0.537
2984	OR5M1	0.097	0.157	0.537	0.537	0.537
2985	SPAG16	-0.737	1.23	0.549	0.537	0.541
2986	BRIP1	0.739	1.234	0.549	0.538	0.541
2987	ERAP1	-0.734	1.234	0.552	0.54	0.544
2988	KIAA0586	-0.731	1.231	0.552	0.54	0.544
2989	NUDT6	-0.73	1.229	0.552	0.54	0.544
2990	PLD2	-0.732	1.229	0.552	0.54	0.543
2991	SMARCB1	-0.733	1.231	0.552	0.54	0.543
2992	TMC7	-0.733	1.231	0.552	0.54	0.543
2993	HMCN2	0.263	0.433	0.543	0.541	0.542
2994	ACAD11	0.361	0.596	0.546	0.543	0.544
2995	ACTRT1	-0.726	1.23	0.555	0.543	0.547
2996	CCDC39	-0.445	0.743	0.549	0.543	0.546
2997	DEFA6	-0.726	1.229	0.555	0.543	0.546
2998	FASTKD1	-0.241	0.399	0.545	0.543	0.544
2999	GS1-259H13.2	0.727	1.23	0.554	0.543	0.546
3000	ZNF529	-0.726	1.23	0.555	0.543	0.547
3001	KRT36	-0.725	1.23	0.556	0.544	0.547
3002	LAMB4	-0.393	0.654	0.548	0.544	0.546
3003	MPO	-0.359	0.595	0.547	0.544	0.545
3004	OTOP1	0.724	1.229	0.556	0.544	0.547
3005	C17orf107	0.724	1.231	0.557	0.545	0.549
3006	OR13A1	-0.216	0.358	0.547	0.545	0.546
3007	CCRL2	-0.723	1.233	0.557	0.546	0.549
3008	ZC2HC1C	-0.721	1.23	0.558	0.546	0.55
3009	NBPF20	-0.719	1.231	0.559	0.547	0.551
3010	ENTHD1	-0.389	0.653	0.552	0.548	0.549
3011	CNGB3	-0.715	1.23	0.561	0.549	0.553
3012	OXA1L	-0.716	1.231	0.561	0.549	0.553
3013	UGT2B10	0.091	0.153	0.55	0.549	0.549
3014	ANKRD36	-0.719	1.238	0.562	0.55	0.554
3015	C1orf141	0.387	0.654	0.554	0.55	0.551
3016	NRIP2	0.714	1.231	0.562	0.55	0.554
3017	OR10C1	-0.714	1.228	0.561	0.55	0.553
3018	ZNF596	0.714	1.229	0.561	0.55	0.553
3019	ARHGAP40	-0.712	1.229	0.562	0.551	0.554
3020	CYP4B1	-0.106	0.178	0.551	0.551	0.551
3021	OVCH1	-0.713	1.231	0.563	0.551	0.555
3022	SCGB1D1	-0.712	1.23	0.563	0.551	0.555
3023	SPATS2	-0.713	1.23	0.562	0.551	0.554
3024	RP11-187E13.2	0.711	1.231	0.564	0.552	0.556
3025	CCDC18	0.709	1.229	0.564	0.553	0.556
3026	GAB4	-0.081	0.136	0.553	0.553	0.553
3027	CLDN16	-0.09	0.151	0.554	0.554	0.554
3028	FAM160A1	0.706	1.229	0.565	0.554	0.558
3029	PPP2R1B	0.709	1.232	0.565	0.554	0.557
3030	PDIA2	-0.234	0.399	0.558	0.555	0.556
3031	C11orf94	-0.703	1.229	0.567	0.556	0.559
3032	CPA4	-0.705	1.234	0.567	0.556	0.56
3033	KIAA1919	0.302	0.514	0.557	0.556	0.556
3034	MEOX2	-0.174	0.298	0.56	0.557	0.558
3035	SYDE2	0.702	1.23	0.568	0.557	0.56
3036	SLCO1B3	0.701	1.231	0.569	0.558	0.561
3037	ALS2CR11	-0.699	1.231	0.57	0.559	0.563
3038	DGKD	0.7	1.232	0.57	0.559	0.562
3039	RRP8	-0.699	1.23	0.57	0.559	0.563
3040	CCDC73	0.694	1.23	0.572	0.561	0.565
3041	RETNLB	-0.095	0.164	0.561	0.561	0.561
3042	TRAPPC11	-0.695	1.231	0.572	0.561	0.565
3043	UNC93A	0.119	0.206	0.562	0.561	0.561
3044	MFSD1	0.693	1.23	0.573	0.562	0.566
3045	SPG7	-0.692	1.229	0.573	0.562	0.566
3046	ZFAND4	-0.693	1.23	0.573	0.562	0.566
3047	ADAM32	0.691	1.229	0.574	0.563	0.567
3048	CCDC141	-0.692	1.234	0.575	0.564	0.568
3049	CENPF	0.692	1.233	0.574	0.564	0.567
3050	ADAM20	-0.687	1.228	0.576	0.565	0.569
3051	MYBPC2	0.691	1.234	0.576	0.565	0.569
3052	PXMP2	-0.691	1.235	0.576	0.565	0.569
3053	TGM6	0.689	1.231	0.576	0.565	0.568
3054	ZFAND1	0.691	1.235	0.576	0.565	0.569
3055	ABTB1	0.686	1.229	0.577	0.566	0.57
3056	CTBP2	-0.686	1.23	0.577	0.566	0.57
3057	DNAH8	0.686	1.229	0.577	0.566	0.569
3058	FAM83A	0.538	0.948	0.57	0.566	0.566
3059	SPATA4	-0.118	0.206	0.566	0.566	0.566
3060	ASB15	0.215	0.375	0.567	0.567	0.567
3061	CARD8	-0.158	0.277	0.567	0.567	0.567
3062	COL15A1	-0.686	1.233	0.578	0.567	0.571
3063	SLC22A11	0.688	1.236	0.578	0.567	0.571
3064	ZNF841	0.686	1.232	0.577	0.567	0.57
3065	C1orf185	-0.686	1.234	0.579	0.568	0.572
3066	DNASE1	0.682	1.23	0.579	0.568	0.572
3067	MCHR2	0.682	1.229	0.579	0.568	0.572
3068	NPHP4	0.06	0.105	0.568	0.568	0.568
3069	CRHR2	-0.68	1.23	0.58	0.569	0.573
3070	ZNF343	-0.681	1.231	0.58	0.569	0.573
3071	PDE3B	-0.682	1.234	0.581	0.57	0.574
3072	ZBP1	-0.206	0.363	0.571	0.57	0.57
3073	FAM111B	-0.234	0.414	0.572	0.571	0.571
3074	HTRA4	-0.679	1.231	0.581	0.571	0.574
3075	C3orf52	0.677	1.231	0.582	0.572	0.576
3076	COL6A6	-0.677	1.231	0.583	0.572	0.576
3077	LAMC3	0.677	1.232	0.583	0.572	0.576
3078	ALDH1A2	0.106	0.188	0.573	0.573	0.573
3079	IMPG2	-0.673	1.229	0.584	0.573	0.577
3080	ZNF599	0.273	0.486	0.574	0.573	0.573
3081	IGFLR1	0.673	1.23	0.584	0.574	0.578
3082	C1orf94	-0.672	1.234	0.586	0.576	0.58
3083	CASP4	-0.671	1.233	0.586	0.576	0.58
3084	BBS10	0.667	1.229	0.587	0.577	0.58
3085	C1orf101	0.668	1.231	0.588	0.577	0.581
3086	MYOF	0.674	1.242	0.587	0.577	0.581
3087	C6	-0.665	1.23	0.589	0.578	0.582
3088	ENO4	0.666	1.23	0.589	0.578	0.582
3089	SP100	-0.666	1.233	0.589	0.578	0.582
3090	ANKRD35	0.665	1.232	0.589	0.579	0.583
3091	OR4P4	-0.097	0.175	0.579	0.579	0.579
3092	OR51E1	0.663	1.23	0.59	0.579	0.583
3093	STK31	-0.666	1.233	0.589	0.579	0.583
3094	ANKRD30A	-0.327	0.595	0.582	0.58	0.581
3095	EXO1	-0.667	1.236	0.59	0.58	0.583
3096	LRRC9	0.139	0.253	0.581	0.58	0.58
3097	OR2T11	0.662	1.23	0.59	0.58	0.584
3098	TRAV2	-0.662	1.234	0.591	0.581	0.585
3099	ZNF626	0.66	1.231	0.592	0.581	0.585
3100	ABCA9	-0.66	1.23	0.592	0.582	0.586
3101	CSF2RB	-0.663	1.239	0.592	0.582	0.586
3102	ZNF44	-0.659	1.23	0.592	0.582	0.586
3103	DNAH11	-0.662	1.237	0.593	0.583	0.586
3104	ENTPD8	0.657	1.232	0.594	0.583	0.587
3105	BPIFB4	-0.656	1.232	0.594	0.584	0.588
3106	C10orf53	-0.657	1.232	0.594	0.584	0.588
3107	TPPP2	0.507	0.937	0.588	0.584	0.585
3108	VRK2	0.655	1.23	0.594	0.584	0.588
3109	AP1G2	-0.655	1.232	0.595	0.585	0.589
3110	DUOXA2	0.655	1.231	0.595	0.585	0.589
3111	GARS	0.502	0.929	0.589	0.585	0.586
3112	DUOX2	0.654	1.233	0.596	0.586	0.59
3113	MMP21	-0.651	1.23	0.596	0.586	0.59
3114	CBLC	-0.662	1.251	0.597	0.587	0.591
3115	OVCH2	0.066	0.121	0.587	0.587	0.587
3116	PPP1R12C	0.663	1.251	0.596	0.587	0.591
3117	STK33	0.115	0.212	0.587	0.587	0.587
3118	FAM26F	-0.65	1.233	0.598	0.588	0.592
3119	LRRC70	-0.65	1.233	0.598	0.588	0.592
3120	MFSD6L	-0.65	1.233	0.598	0.588	0.592
3121	NUDT9	0.649	1.23	0.598	0.588	0.592
3122	UBE2W	0.178	0.33	0.59	0.589	0.589
3123	MMP19	-0.646	1.232	0.6	0.59	0.594
3124	ZCCHC4	0.646	1.231	0.6	0.59	0.594
3125	BFSP1	-0.645	1.233	0.601	0.591	0.595
3126	C6orf123	0.654	1.249	0.601	0.591	0.595
3127	NAT1	-0.644	1.23	0.601	0.591	0.595
3128	RBM26	0.295	0.552	0.593	0.591	0.591
3129	MAGEB16	0.071	0.132	0.592	0.592	0.592
3130	WDR3	0.642	1.232	0.602	0.592	0.596
3131	OR51T1	-0.292	0.549	0.595	0.593	0.594
3132	TANC1	-0.64	1.232	0.603	0.593	0.597
3133	ENPEP	-0.274	0.518	0.597	0.594	0.595
3134	IGHV6-1	0.65	1.25	0.603	0.594	0.597
3135	ABCC6	0.637	1.232	0.605	0.595	0.599
3136	CCDC168	-0.638	1.232	0.604	0.595	0.599
3137	FCRL3	0.484	0.921	0.599	0.595	0.596
3138	PKHD1L1	-0.161	0.304	0.597	0.596	0.596
3139	WRN	-0.638	1.235	0.605	0.596	0.6
3140	BCLAF1	0.634	1.231	0.607	0.597	0.601
3141	MCTP2	-0.635	1.235	0.607	0.598	0.602
3142	TRIM60	0.631	1.232	0.609	0.599	0.603
3143	CLECL1	-0.067	0.128	0.6	0.6	0.6
3144	CYP3A43	-0.164	0.314	0.601	0.6	0.601
3145	EPB41L4A	0.092	0.175	0.6	0.6	0.6
3146	FIGNL1	0.629	1.232	0.61	0.6	0.604
3147	LAMB2	0.652	1.274	0.609	0.6	0.604
3148	OR51I1	-0.235	0.449	0.601	0.6	0.6
3149	OR10Q1	-0.633	1.242	0.61	0.601	0.605
3150	TRAV26-2	0.628	1.233	0.611	0.601	0.605
3151	HORMAD2	0.627	1.236	0.612	0.602	0.606
3152	ZNF117	-0.129	0.248	0.603	0.602	0.602
3153	HSPB3	0.625	1.233	0.612	0.603	0.607
3154	LTBP4	-0.056	0.108	0.603	0.603	0.603
3155	OVCH1-AS1	-0.623	1.232	0.613	0.603	0.608
3156	KRT83	-0.284	0.551	0.606	0.604	0.605
3157	OR51G1	0.285	0.551	0.605	0.604	0.604
3158	KDM2B	0.472	0.923	0.609	0.605	0.606
3159	ACOX2	0.617	1.232	0.617	0.607	0.611
3160	ZNF812	-0.117	0.228	0.608	0.607	0.607
3161	APIP	-0.616	1.232	0.617	0.608	0.612
3162	RP11-1396O13.13	-0.067	0.132	0.609	0.608	0.609
3163	BST1	-0.091	0.178	0.609	0.609	0.609
3164	GSTA5	-0.617	1.237	0.618	0.609	0.613
3165	CAPN14	0.467	0.924	0.614	0.61	0.611
3166	SULT1C3	0.247	0.485	0.611	0.61	0.61
3167	ZNF846	-0.613	1.233	0.619	0.61	0.614
3168	HLA-DPB1	-0.069	0.136	0.611	0.611	0.611
3169	HSD17B2	0.626	1.261	0.62	0.611	0.615
3170	SPATA8	-0.102	0.2	0.612	0.612	0.612
3171	DCHS2	-0.129	0.255	0.613	0.613	0.613
3172	TEX26	-0.066	0.13	0.613	0.613	0.613
3173	BLK	-0.607	1.235	0.623	0.614	0.618
3174	ZNF154	-0.246	0.488	0.615	0.614	0.614
3175	LOXL3	-0.458	0.921	0.619	0.615	0.616
3176	CACNB2	-0.607	1.245	0.626	0.617	0.621
3177	OR2H1	0.618	1.269	0.627	0.618	0.622
3178	ZNF844	-0.295	0.595	0.62	0.618	0.619
3179	ABCC1	0.452	0.92	0.623	0.619	0.62
3180	LAMA2	-0.6	1.236	0.628	0.619	0.623
3181	MICB	0.622	1.284	0.628	0.62	0.623
3182	RP11-160N1.10	0.135	0.273	0.62	0.62	0.62
3183	RPL3L	0.451	0.92	0.624	0.62	0.621
3184	CBWD3	0.071	0.145	0.621	0.621	0.621
3185	ZNF486	-0.595	1.233	0.629	0.621	0.625
3186	DNAI1	-0.449	0.92	0.625	0.622	0.622
3187	PTTG2	-0.291	0.596	0.625	0.623	0.624
3188	TTLL3	-0.145	0.295	0.623	0.623	0.623
3189	PPEF2	-0.592	1.24	0.633	0.624	0.628
3190	AGBL1	-0.444	0.919	0.629	0.625	0.626
3191	AMZ2	-0.589	1.236	0.634	0.625	0.629
3192	C4orf27	-0.453	0.962	0.638	0.625	0.628
3193	LILRA3	-0.234	0.485	0.629	0.625	0.627
3194	ARGFX	0.443	0.918	0.629	0.626	0.627
3195	CASP12	-0.033	0.068	0.627	0.626	0.627
3196	SDR42E1	-0.091	0.187	0.626	0.626	0.626
3197	UBXN11	-0.386	0.797	0.628	0.626	0.627
3198	ATP13A5	0.163	0.335	0.628	0.627	0.628
3199	FAM47E-STBD1	-0.585	1.236	0.636	0.627	0.631
3200	SHPK	-0.585	1.235	0.636	0.627	0.631
3201	MPRIP	0.125	0.258	0.629	0.629	0.629
3202	DHRS4L2	0.144	0.299	0.63	0.63	0.63
3203	DOCK6	0.438	0.919	0.634	0.63	0.631
3204	TPTE	0.13	0.27	0.632	0.632	0.632
3205	DAPL1	-0.436	0.923	0.637	0.633	0.634
3206	SFXN3	-0.433	0.92	0.638	0.634	0.635
3207	C6orf203	0.431	0.92	0.639	0.636	0.637
3208	CARF	-0.432	0.921	0.639	0.636	0.637
3209	OR2A7	-0.43	0.921	0.64	0.637	0.638
3210	SPTBN5	0.217	0.461	0.638	0.637	0.637
3211	GPLD1	-0.428	0.92	0.642	0.638	0.64
3212	HELB	0.197	0.421	0.64	0.639	0.639
3213	NOP2	0.427	0.919	0.642	0.639	0.64
3214	SIX1	-0.103	0.22	0.64	0.639	0.639
3215	ZIM3	0.196	0.421	0.641	0.64	0.641
3216	ABCC2	-0.425	0.921	0.644	0.641	0.642
3217	CNTRL	-0.424	0.919	0.644	0.641	0.642
3218	SARM1	-0.046	0.099	0.641	0.641	0.641
3219	KIAA0408	-0.562	1.242	0.651	0.643	0.647
3220	ZNF474	0.154	0.333	0.643	0.643	0.643
3221	DNAJB7	-0.325	0.707	0.646	0.645	0.645
3222	MYEF2	-0.419	0.919	0.648	0.645	0.646
3223	NACA2	-0.083	0.181	0.645	0.645	0.645
3224	IDO2	0.076	0.166	0.646	0.646	0.646
3225	MPEG1	-0.561	1.249	0.654	0.646	0.65
3226	FRG1B	-0.177	0.387	0.647	0.647	0.647
3227	SIGLEC12	-0.067	0.147	0.647	0.647	0.647
3228	FAM166A	-0.415	0.921	0.652	0.649	0.65
3229	KRTAP4-7	-0.414	0.921	0.653	0.65	0.651
3230	LTK	-0.412	0.919	0.654	0.651	0.652
3231	RNF32	0.176	0.392	0.653	0.652	0.652
3232	CAB39	0.411	0.923	0.656	0.653	0.654
3233	CCDC178	-0.408	0.918	0.657	0.654	0.655
3234	P2RY4	0.408	0.918	0.657	0.654	0.655
3235	TLCD2	0.408	0.921	0.658	0.655	0.656
3236	C9	0.405	0.919	0.659	0.656	0.657
3237	FOLH1B	-0.122	0.275	0.657	0.656	0.657
3238	TRGC1	0.405	0.918	0.659	0.656	0.657
3239	SMAD5	0.202	0.461	0.661	0.658	0.659
3240	PRDM2	-0.201	0.459	0.661	0.659	0.66
3241	PTPN4	-0.402	0.919	0.662	0.659	0.66
3242	AGMO	0.4	0.919	0.664	0.66	0.662
3243	LRRC69	0.201	0.461	0.663	0.661	0.662
3244	HMGXB4	-0.159	0.364	0.663	0.662	0.663
3245	PSG9	-0.116	0.266	0.662	0.662	0.662
3246	RAPGEF3	-0.396	0.919	0.667	0.663	0.665
3247	SNAPC1	0.397	0.922	0.666	0.663	0.664
3248	VWDE	0.051	0.118	0.663	0.663	0.663
3249	BTN3A3	-0.527	1.242	0.671	0.664	0.668
3250	PGBD4	0.396	0.92	0.667	0.664	0.665
3251	UPB1	-0.395	0.919	0.667	0.664	0.665
3252	HMMR	-0.534	1.259	0.672	0.665	0.669
3253	SDSL	0.335	0.776	0.666	0.665	0.665
3254	TSC2	0.395	0.919	0.668	0.665	0.666
3255	LSAMP	-0.21	0.486	0.667	0.666	0.666
3256	MYH15	0.393	0.918	0.669	0.666	0.667
3257	C9orf152	0.18	0.421	0.668	0.668	0.668
3258	PARP14	0.391	0.921	0.671	0.668	0.669
3259	PCDHGA10	0.391	0.919	0.671	0.668	0.669
3260	PIGN	-0.09	0.211	0.668	0.668	0.668
3261	SLC22A24	0.061	0.141	0.668	0.668	0.668
3262	TTN	0.329	0.772	0.67	0.668	0.668
3263	CCNI2	-0.519	1.243	0.676	0.669	0.673
3264	IFNA5	-0.39	0.92	0.672	0.669	0.67
3265	OR1B1	0.059	0.138	0.669	0.669	0.669
3266	SHROOM4	-0.237	0.558	0.671	0.67	0.671
3267	NPC2	-0.327	0.773	0.672	0.671	0.671
3268	FAM221A	0.387	0.922	0.675	0.672	0.673
3269	OR8B3	-0.129	0.306	0.673	0.672	0.672
3270	OR13C5	-0.086	0.203	0.673	0.673	0.673
3271	CRYBA4	0.324	0.775	0.676	0.674	0.675
3272	SLC13A1	-0.381	0.921	0.679	0.676	0.677
3273	MADD	0.119	0.288	0.678	0.678	0.678
3274	SULT1C4	-0.379	0.92	0.681	0.678	0.679
3275	VIT	0.378	0.92	0.681	0.678	0.679
3276	RP11-195E2.1	-0.18	0.438	0.681	0.679	0.679
3277	TBC1D29	0.104	0.253	0.679	0.679	0.679
3278	CEP78	0.375	0.92	0.684	0.681	0.682
3279	SPNS3	0.315	0.771	0.683	0.681	0.681
3280	COL6A5	-0.05	0.123	0.682	0.682	0.682
3281	KIAA0141	-0.316	0.782	0.686	0.682	0.683
3282	AL136531.1	0.371	0.921	0.687	0.684	0.686
3283	BORA	0.277	0.683	0.685	0.684	0.684
3284	APOBEC1	0.311	0.772	0.687	0.685	0.686
3285	IGHV3-48	-0.031	0.077	0.685	0.685	0.685
3286	ITGAD	-0.371	0.922	0.687	0.685	0.686
3287	TRIM38	0.369	0.919	0.688	0.685	0.686
3288	C1orf116	-0.308	0.771	0.69	0.688	0.689
3289	FAM154B	-0.308	0.771	0.69	0.688	0.689
3290	UBE2NL	0.056	0.14	0.689	0.689	0.689
3291	GUCA1C	0.055	0.138	0.69	0.69	0.69
3292	SLC4A3	0.246	0.618	0.69	0.69	0.69
3293	GP1BA	-0.363	0.922	0.694	0.691	0.692
3294	IGSF10	0.27	0.685	0.693	0.691	0.691
3295	COL26A1	0.055	0.14	0.692	0.692	0.692
3296	MLNR	0.362	0.922	0.695	0.692	0.694
3297	LPA	-0.137	0.349	0.695	0.694	0.694
3298	PCDHB13	-0.358	0.919	0.697	0.694	0.696
3299	ATP8B3	0.117	0.298	0.696	0.695	0.695
3300	ITIH5	0.267	0.685	0.697	0.695	0.695
3301	OR7G3	-0.118	0.301	0.696	0.695	0.696
3302	IFNA17	0.131	0.34	0.7	0.7	0.7
3303	C7orf50	-0.236	0.617	0.702	0.701	0.701
3304	ARID4A	-0.292	0.77	0.704	0.703	0.703
3305	PRPS1L1	-0.144	0.378	0.703	0.703	0.703
3306	ALDH1B1	0.293	0.775	0.705	0.704	0.705
3307	OR6Q1	-0.063	0.166	0.704	0.704	0.704
3308	POLQ	0.292	0.772	0.706	0.704	0.705
3309	MICU2	0.29	0.77	0.706	0.705	0.706
3310	OR10X1	0.048	0.127	0.705	0.705	0.705
3311	USP15	-0.148	0.391	0.705	0.705	0.705
3312	CHMP4C	-0.125	0.332	0.707	0.706	0.707
3313	GRK4	0.388	1.058	0.714	0.707	0.711
3314	OR51B5	-0.117	0.313	0.708	0.708	0.708
3315	DNAJC28	0.058	0.155	0.709	0.709	0.709
3316	SLC22A14	0.152	0.408	0.709	0.709	0.709
3317	C1orf189	-0.251	0.678	0.711	0.71	0.71
3318	SCAPER	0.052	0.142	0.712	0.711	0.711
3319	OR5H15	0.185	0.503	0.713	0.712	0.712
3320	PIK3R6	-0.147	0.4	0.713	0.712	0.713
3321	SERPINA12	-0.283	0.772	0.714	0.713	0.713
